,city,stars
8260,North Las Vegas,3.5
8261,North Las Vegas,4.5
8262,North Las Vegas,5.0
8263,North Las Vegas,3.0
8264,North Las Vegas,3.0
8265,North Las Vegas,2.0
8266,North Las Vegas,3.5
8267,North Las Vegas,1.5
8268,Las Vegas,4.5
8269,North Las Vegas,3.5
8270,North Las Vegas,3.5
8271,North Las Vegas,2.5
8272,Henderson,3.5
8273,Henderson,3.5
8274,Henderson,4.0
8275,Henderson,4.5
8276,Henderson,2.5
8277,Henderson,3.5
8278,Henderson,3.5
8279,Henderson,2.5
8280,Henderson,2.0
8281,Henderson,2.5
8282,Henderson,4.0
8283,Henderson,3.0
8284,Henderson,3.5
8285,Henderson,3.0
8286,Henderson,4.0
8287,Henderson,3.5
8288,Las Vegas,4.5
8289,Henderson,3.0
8290,Las Vegas,3.5
8291,Henderson,5.0
8292,Las Vegas,5.0
8293,Henderson,4.0
8294,Henderson,3.0
8295,Henderson,2.0
8296,Henderson,3.5
8297,Las Vegas,3.5
8298,Las Vegas,3.5
8299,Henderson,4.0
8300,Las Vegas,2.5
8301,Henderson,2.5
8302,Henderson,2.5
8303,Henderson,2.0
8304,Henderson,3.0
8305,Las Vegas,2.5
8306,Henderson,3.0
8307,Henderson,4.5
8308,Henderson,5.0
8309,Henderson,3.5
8310,Henderson,3.5
8311,Henderson,5.0
8312,Henderson,2.5
8313,Henderson,5.0
8314,Henderson,4.0
8315,Henderson,3.5
8316,Henderson,4.0
8317,Henderson,2.0
8318,Henderson,4.5
8319,Henderson,3.5
8320,Henderson,4.0
8321,Henderson,3.0
8322,Henderson,3.5
8323,Henderson,3.5
8324,Henderson,4.5
8325,Henderson,3.5
8326,Henderson,3.0
8327,Henderson,4.5
8328,Henderson,2.5
8329,Henderson,3.0
8330,Henderson,3.5
8331,Henderson,4.0
8332,Henderson,3.0
8333,Henderson,2.0
8334,Henderson,4.0
8335,Henderson,3.5
8336,Henderson,5.0
8337,Las Vegas,4.5
8338,Las Vegas,2.5
8339,Henderson,3.5
8340,Henderson,2.0
8341,Henderson,4.0
8342,Henderson,2.5
8343,Las Vegas,2.5
8344,Henderson,3.5
8345,Henderson,2.5
8346,Henderson,4.5
8347,Henderson,4.5
8348,Henderson,4.0
8349,Henderson,4.0
8350,Henderson,3.0
8351,Henderson,3.0
8352,Henderson,3.5
8353,Henderson,2.5
8354,Las Vegas,5.0
8355,Henderson,4.5
8356,Henderson,3.0
8357,Henderson,3.5
8358,Henderson,2.0
8359,Henderson,5.0
8360,Henderson,2.5
8361,Henderson,4.0
8362,Henderson,4.5
8363,Henderson,3.5
8364,Henderson,4.0
8365,Henderson,3.0
8366,Henderson,3.5
8367,Henderson,4.5
8368,Henderson,4.5
8369,Henderson,5.0
8370,Henderson,4.0
8371,Henderson,4.0
8372,Henderson,4.5
8373,Henderson,3.5
8374,Henderson,3.5
8375,Henderson,4.5
8376,Henderson,4.5
8377,Henderson,3.0
8378,Henderson,2.5
8379,Henderson,2.5
8380,Henderson,3.5
8381,Las Vegas,2.5
8382,Henderson,4.0
8383,Henderson,3.0
8384,Henderson,2.0
8385,Henderson,4.5
8386,Henderson,2.0
8387,Henderson,3.5
8388,Henderson,3.0
8389,Henderson,4.0
8390,Henderson,5.0
8391,Henderson,3.0
8392,Henderson,3.5
8393,Henderson,3.5
8394,Henderson,2.5
8395,Henderson,4.0
8396,Henderson,4.0
8397,Henderson,4.5
8398,Henderson,2.5
8399,Henderson,4.5
8400,Henderson,2.0
8401,Henderson,2.5
8402,Henderson,5.0
8403,Henderson,4.0
8404,Henderson,5.0
8405,Henderson,4.0
8406,Henderson,3.0
8407,Henderson,1.5
8408,Henderson,2.5
8409,Henderson,5.0
8410,Henderson,3.5
8411,Henderson,2.5
8412,Henderson,1.0
8413,Henderson,5.0
8414,Henderson,5.0
8415,Henderson,4.5
8416,Henderson,2.5
8417,Henderson,4.0
8418,Las Vegas,3.5
8419,Henderson,4.0
8420,Henderson,3.0
8421,Henderson,5.0
8422,Henderson,4.5
8423,Henderson,3.5
8424,Henderson,3.0
8425,Henderson,3.5
8426,Henderson,5.0
8427,Henderson,1.5
8428,Henderson,1.0
8429,Henderson,3.5
8430,Henderson,4.5
8431,Henderson,4.5
8432,Henderson,5.0
8433,Henderson,3.0
8434,Henderson,5.0
8435,Henderson,4.5
8436,Henderson,4.0
8437,Henderson,3.5
8438,Henderson,3.0
8439,Henderson,3.5
8440,Henderson,4.0
8441,Henderson,4.5
8442,Las Vegas,2.5
8443,Henderson,4.5
8444,Henderson,4.5
8445,Las Vegas,4.5
8446,Henderson,5.0
8447,Henderson,3.0
8448,Las Vegas,3.5
8449,Henderson,2.5
8450,Henderson,3.5
8451,Henderson,5.0
8452,Henderson,2.5
8453,Henderson,5.0
8454,Henderson,4.0
8455,Henderson,3.5
8456,Henderson,4.0
8457,Henderson,3.0
8458,Henderson,3.0
8459,Henderson,3.5
8460,Henderson,5.0
8461,Henderson,3.0
8462,Henderson,3.0
8463,Henderson,3.0
8464,Henderson,4.0
8465,Henderson,5.0
8466,Las Vegas,2.5
8467,Henderson,2.5
8468,Henderson,4.5
8469,Henderson,4.0
8470,Henderson,3.5
8471,Henderson,4.5
8472,Henderson,3.5
8473,Henderson,3.0
8474,Henderson,3.5
8475,Henderson,2.0
8476,Henderson,5.0
8477,Henderson,3.0
8478,Henderson,4.0
8479,Henderson,3.5
8480,Henderson,5.0
8481,Henderson,2.5
8482,Henderson,1.0
8483,Henderson,2.5
8484,Las Vegas,5.0
8485,Las Vegas,5.0
8486,Las Vegas,4.5
8487,Las Vegas,3.0
8488,Las Vegas,3.5
8489,Las Vegas,3.5
8490,Las Vegas,3.0
8491,Las Vegas,3.0
8492,Las Vegas,5.0
8493,Las Vegas,5.0
8494,Las Vegas,2.5
8495,Las Vegas,4.5
8496,Las Vegas,3.5
8497,Las Vegas,4.0
8498,Las Vegas,1.0
8499,Las Vegas,4.0
8500,Las Vegas,5.0
8501,Las Vegas,3.5
8502,Las Vegas,2.5
8503,Las Vegas,2.0
8504,Las Vegas,3.5
8505,Las Vegas,3.5
8506,Las Vegas,3.0
8507,Las Vegas,3.0
8508,Las Vegas,3.5
8509,Las Vegas,5.0
8510,Las Vegas,4.0
8511,Las Vegas,2.5
8512,Las Vegas,4.0
8513,Las Vegas,5.0
8514,Las Vegas,3.0
8515,Las Vegas,1.5
8516,Las Vegas,3.5
8517,Las Vegas,2.5
8518,Las Vegas,4.0
8519,Las Vegas,3.0
8520,Las Vegas,3.0
8521,Las Vegas,3.5
8522,Las Vegas,3.5
8523,Las Vegas,3.0
8524,Las Vegas,3.0
8525,Las Vegas,3.0
8526,Las Vegas,1.5
8527,Las Vegas,5.0
8528,Las Vegas,3.5
8529,Las Vegas,2.5
8530,Las Vegas,3.5
8531,Las Vegas,3.5
8532,Las Vegas,4.5
8533,Las Vegas,3.5
8534,Las Vegas,4.0
8535,Las Vegas,1.5
8536,Las Vegas,4.0
8537,Las Vegas,4.5
8538,Las Vegas,2.5
8539,Las Vegas,3.5
8540,Las Vegas,3.5
8541,Las Vegas,3.0
8542,Las Vegas,4.0
8543,Las Vegas,4.5
8544,Las Vegas,4.5
8545,C Las Vegas,3.0
8546,Las Vegas,4.0
8547,Las Vegas,2.0
8548,Las Vegas,2.5
8549,Las Vegas,3.5
8550,Las Vegas,4.0
8551,Las Vegas,5.0
8552,Las Vegas,3.5
8553,Las Vegas,3.5
8554,Las Vegas,4.0
8555,Las Vegas,4.5
8556,Las Vegas,3.5
8557,Las Vegas,2.0
8558,Las Vegas,3.5
8559,Las Vegas,3.0
8560,Las Vegas,1.0
8561,Las Vegas,3.5
8562,Las Vegas,5.0
8563,Las Vegas,4.5
8564,Las Vegas,4.0
8565,Las Vegas,4.5
8566,Las Vegas,5.0
8567,Las Vegas,1.0
8568,Las Vegas,4.5
8569,Las Vegas,3.0
8570,Las Vegas,3.5
8571,Las Vegas,2.5
8572,Las Vegas,3.0
8573,Las Vegas,4.5
8574,Las Vegas,4.5
8575,Las Vegas,2.5
8576,Las Vegas,2.0
8577,Las Vegas,3.5
8578,Las Vegas,4.0
8579,Las Vegas,5.0
8580,Las Vegas,2.5
8581,Las Vegas,4.0
8582,Las Vegas,5.0
8583,Las Vegas,4.0
8584,Las Vegas,4.0
8585,Las Vegas,3.5
8586,Las Vegas,4.5
8587,Las Vegas,2.5
8588,Las Vegas,3.5
8589,Las Vegas,2.0
8590,Las Vegas,3.5
8591,Las Vegas,3.5
8592,Las Vegas,4.5
8593,Las Vegas,3.0
8594,Las Vegas,3.0
8595,Las Vegas,3.0
8596,Las Vegas,1.0
8597,Las Vegas,3.0
8598,Las Vegas,4.0
8599,Las Vegas,3.0
8600,Las Vegas,4.5
8601,Las Vegas,1.5
8602,Las Vegas,2.5
8603,Las Vegas,4.5
8604,Las Vegas,2.0
8605,Las Vegas,5.0
8606,Las Vegas,3.5
8607,Las Vegas,2.5
8608,Las Vegas,3.0
8609,Las Vegas,3.5
8610,Las Vegas,1.5
8611,Las Vegas,3.5
8612,Las Vegas,3.0
8613,Las Vegas,3.5
8614,Las Vegas,2.5
8615,Las Vegas,3.5
8616,Las Vegas,4.5
8617,Las Vegas,3.0
8618,Las Vegas,4.0
8619,Las Vegas,5.0
8620,Las Vegas,4.0
8621,Las Vegas,3.5
8622,Las Vegas,3.5
8623,Las Vegas,2.5
8624,Las Vegas,4.0
8625,Las Vegas,3.5
8626,Las Vegas,2.0
8627,Las Vegas,3.0
8628,Las Vegas,4.5
8629,Las Vegas,4.0
8630,Las Vegas,3.0
8631,Las Vegas,2.5
8632,Las Vegas,3.0
8633,Las Vegas,4.0
8634,Las Vegas,4.0
8635,Las Vegas,4.5
8636,Las Vegas,3.5
8637,Las Vegas,3.5
8638,Las Vegas,3.0
8639,Las Vegas,3.5
8640,Las Vegas,4.0
8641,Las Vegas,2.0
8642,Las Vegas,4.5
8643,Las Vegas,3.0
8644,Las Vegas,2.5
8645,Las Vegas,3.5
8646,Las Vegas,5.0
8647,Las Vegas,3.5
8648,Las Vegas,4.5
8649,Las Vegas,3.5
8650,Las Vegas,5.0
8651,Las Vegas,2.0
8652,Las Vegas,2.0
8653,North Las Vegas,1.5
8654,Las Vegas,3.0
8655,Las Vegas,5.0
8656,Las Vegas,2.5
8657,Las Vegas,4.5
8658,Las Vegas,5.0
8659,Las Vegas,4.0
8660,Las Vegas,3.5
8661,Las Vegas,4.5
8662,Las Vegas,3.0
8663,Las Vegas,3.0
8664,Las Vegas,3.0
8665,Las Vegas,4.0
8666,Las Vegas,4.0
8667,Las Vegas,3.5
8668,Las Vegas,2.0
8669,Las Vegas,4.5
8670,Las Vegas,4.0
8671,Las Vegas,2.5
8672,Las Vegas,4.0
8673,Las Vegas,4.5
8674,Las Vegas,3.5
8675,Las Vegas,2.5
8676,Las Vegas,3.5
8677,Las Vegas,4.5
8678,Las Vegas,4.0
8679,Las Vegas,3.5
8680,Las Vegas,3.5
8681,Las Vegas,3.0
8682,Las Vegas,3.0
8683,Las Vegas,4.0
8684,Las Vegas,4.0
8685,Las Vegas,5.0
8686,Las Vegas,4.0
8687,Las Vegas,2.5
8688,Las Vegas,2.0
8689,Las Vegas,4.5
8690,Las Vegas,3.5
8691,Las Vegas,4.0
8692,Las Vegas,5.0
8693,Las Vegas,3.5
8694,Las Vegas,3.0
8695,Las Vegas,4.5
8696,Las Vegas,4.5
8697,Las Vegas,1.5
8698,Las Vegas,3.5
8699,Las Vegas,4.0
8700,Las Vegas,4.0
8701,Las Vegas,3.0
8702,Las Vegas,5.0
8703,Las Vegas,2.0
8704,Las Vegas,5.0
8705,Las Vegas,3.5
8706,Las Vegas,4.0
8707,Las Vegas,4.0
8708,Las Vegas,3.5
8709,Las Vegas,3.5
8710,Las Vegas,3.5
8711,Las Vegas,4.5
8712,Las Vegas,4.0
8713,Las Vegas,2.5
8714,Las Vegas,3.0
8715,Las Vegas,3.5
8716,Las Vegas,3.0
8717,Las Vegas,2.0
8718,Las Vegas,4.5
8719,Las Vegas,3.5
8720,Las Vegas,4.0
8721,Las Vegas,3.0
8722,Las Vegas,5.0
8723,Las Vegas,4.0
8724,Las Vegas,3.5
8725,Las Vegas,1.5
8726,Las Vegas,4.5
8727,Las Vegas,5.0
8728,Las Vegas,3.0
8729,Las Vegas,3.5
8730,Las Vegas,2.5
8731,Las Vegas,5.0
8732,Las Vegas,4.0
8733,Las Vegas,2.0
8734,Las Vegas,4.5
8735,Las Vegas,4.0
8736,Las Vegas,4.5
8737,Las Vegas,3.5
8738,Las Vegas,4.5
8739,Las Vegas,5.0
8740,Las Vegas,4.5
8741,Las Vegas,5.0
8742,Las Vegas,3.0
8743,Las Vegas,2.5
8744,Las Vegas,4.0
8745,Las Vegas,4.5
8746,Las Vegas,3.0
8747,Las Vegas,3.0
8748,Las Vegas,3.0
8749,Las Vegas,4.5
8750,Las Vegas,4.0
8751,Las Vegas,3.0
8752,Las Vegas,3.5
8753,Las Vegas,4.5
8754,Las Vegas,4.0
8755,Las Vegas,4.5
8756,Las Vegas,4.0
8757,Las Vegas,3.5
8758,Las Vegas,5.0
8759,Las Vegas,1.5
8760,Las Vegas,3.5
8761,Las Vegas,4.5
8762,Las Vegas,1.0
8763,Las Vegas,3.0
8764,Las Vegas,5.0
8765,Las Vegas,2.5
8766,Las Vegas,4.5
8767,Las Vegas,4.0
8768,Las Vegas,3.0
8769,Las Vegas,4.5
8770,Las Vegas,5.0
8771,Las Vegas,5.0
8772,Las Vegas,1.0
8773,Las Vegas,3.5
8774,Las Vegas,5.0
8775,Las Vegas,1.0
8776,Las Vegas,2.5
8777,Las Vegas,3.5
8778,Las Vegas,5.0
8779,Las Vegas,5.0
8780,Las Vegas,4.0
8781,Las Vegas,5.0
8782,Las Vegas,4.0
8783,Las Vegas,3.5
8784,Las Vegas,5.0
8785,Las Vegas,4.5
8786,Las Vegas,3.0
8787,Las Vegas,4.0
8788,Las Vegas,2.0
8789,Las Vegas,4.0
8790,Las Vegas,4.0
8791,Las Vegas,4.5
8792,Las Vegas,5.0
8793,Las Vegas,3.5
8794,Las Vegas,2.5
8795,Las Vegas,4.0
8796,Las Vegas,3.0
8797,Las Vegas,3.5
8798,Las Vegas,2.5
8799,Las Vegas,3.5
8800,Las Vegas,3.5
8801,Las Vegas,2.5
8802,Las Vegas,3.5
8803,Las Vegas,1.5
8804,Las Vegas,3.5
8805,Las Vegas,1.0
8806,Las Vegas,2.5
8807,Las Vegas,3.5
8808,Las Vegas,1.0
8809,Las Vegas,3.5
8810,Las Vegas,5.0
8811,Las Vegas,5.0
8812,Las Vegas,2.5
8813,Las Vegas,4.0
8814,Las Vegas,4.0
8815,Las Vegas,2.5
8816,Las Vegas,3.0
8817,Las Vegas,3.0
8818,Las Vegas,3.0
8819,Las Vegas,2.0
8820,Las Vegas,4.5
8821,Las Vegas,4.0
8822,Las Vegas,3.5
8823,Las Vegas,3.0
8824,Las Vegas,2.5
8825,Las Vegas,4.0
8826,Las Vegas,3.0
8827,Las Vegas,4.0
8828,Las Vegas,4.0
8829,Las Vegas,4.0
8830,Las Vegas,2.0
8831,Las Vegas,5.0
8832,Las Vegas,2.0
8833,Las Vegas,4.5
8834,Las Vegas,3.5
8835,Las Vegas,3.0
8836,Las Vegas,3.0
8837,Las Vegas,5.0
8838,Las Vegas,4.5
8839,Las Vegas,2.5
8840,Las Vegas,2.0
8841,Las Vegas,4.0
8842,Las Vegas,3.5
8843,Las Vegas,1.5
8844,Las Vegas,2.0
8845,Las Vegas,2.5
8846,Las Vegas,4.5
8847,Henderson,4.5
8848,Las Vegas,3.5
8849,Sunrise,2.5
8850,Las Vegas,4.0
8851,Las Vegas,2.5
8852,Las Vegas,3.0
8853,Las Vegas,2.0
8854,Las Vegas,3.5
8855,Las Vegas,3.0
8856,Las Vegas,4.5
8857,Las Vegas,4.0
8858,Las Vegas,3.0
8859,Las Vegas,3.5
8860,Las Vegas,3.5
8861,Las Vegas,3.5
8862,Las Vegas,2.0
8863,North Las Vegas,4.5
8864,Las Vegas,4.5
8865,Las Vegas,3.5
8866,Las Vegas,2.5
8867,Las Vegas,3.0
8868,Las Vegas,4.5
8869,Las Vegas,3.0
8870,Las Vegas,5.0
8871,Las Vegas,4.5
8872,Las Vegas,4.0
8873,Las Vegas,5.0
8874,Las Vegas,5.0
8875,Las Vegas,5.0
8876,Las Vegas,3.0
8877,Las Vegas,4.5
8878,Las Vegas,4.0
8879,Las Vegas,4.0
8880,Las Vegas,1.5
8881,Las Vegas,4.0
8882,Las Vegas,4.0
8883,Las Vegas,4.5
8884,Las Vegas,4.0
8885,Las Vegas,4.0
8886,Las Vegas,5.0
8887,Las Vegas,3.5
8888,Las Vegas,3.5
8889,Las Vegas,3.5
8890,Las Vegas,1.0
8891,Las Vegas,3.0
8892,Las Vegas,4.0
8893,Las Vegas,3.0
8894,Las Vegas,3.0
8895,Las Vegas,3.0
8896,Las Vegas,4.0
8897,Las Vegas,2.0
8898,Las Vegas,4.5
8899,Las Vegas,4.0
8900,Las Vegas,1.5
8901,Las Vegas,5.0
8902,Las Vegas,4.5
8903,Las Vegas,4.5
8904,Las Vegas,2.0
8905,Las Vegas,3.5
8906,Las Vegas,3.5
8907,Las Vegas,4.0
8908,Las Vegas,3.5
8909,Las Vegas,1.5
8910,Las Vegas,4.5
8911,Las Vegas,3.0
8912,Las Vegas,3.5
8913,Las Vegas,2.0
8914,Las Vegas,2.5
8915,Henderson,3.5
8916,Las Vegas,4.0
8917,Las Vegas,4.0
8918,Las Vegas,4.0
8919,Las Vegas,5.0
8920,Las Vegas ,5.0
8921,Las Vegas,4.0
8922,Las Vegas,1.5
8923,Las Vegas,3.5
8924,Las Vegas,4.5
8925,Las Vegas,4.5
8926,Las Vegas,3.5
8927,Las Vegas,5.0
8928,Las Vegas,3.0
8929,North Las Vegas,4.5
8930,Las Vegas,4.5
8931,Las Vegas,3.5
8932,Las Vegas,4.0
8933,Las Vegas,4.5
8934,Las Vegas,4.5
8935,Las Vegas,1.5
8936,Las Vegas,5.0
8937,Las Vegas,3.5
8938,Las Vegas,4.0
8939,Las Vegas,2.5
8940,Las Vegas,4.0
8941,Las Vegas,3.5
8942,Las Vegas,4.0
8943,Las Vegas,2.0
8944,Las Vegas,4.5
8945,Las Vegas,3.0
8946,Las Vegas,3.5
8947,Las Vegas,3.0
8948,Las Vegas,2.0
8949,Las Vegas,4.0
8950,Las Vegas,3.5
8951,Las Vegas,4.0
8952,Las Vegas,2.0
8953,Las Vegas,3.0
8954,Las Vegas,1.5
8955,Las Vegas,3.0
8956,Las Vegas,3.5
8957,Las Vegas,3.0
8958,Las Vegas,4.5
8959,Las Vegas,5.0
8960,Las Vegas,1.5
8961,Las Vegas,3.5
8962,Las Vegas,4.5
8963,Las Vegas,4.0
8964,Las Vegas,3.5
8965,Las Vegas,3.5
8966,Las Vegas,2.5
8967,Las Vegas,5.0
8968,Las Vegas,1.0
8969,Las Vegas,4.5
8970,Las Vegas,3.5
8971,Las Vegas,4.0
8972,Las Vegas,3.0
8973,Las Vegas,4.0
8974,Las Vegas,4.0
8975,Las Vegas,3.5
8976,Las Vegas,5.0
8977,Las Vegas,4.5
8978,Las Vegas,3.0
8979,Las Vegas,5.0
8980,Las Vegas,4.5
8981,Las Vegas,3.5
8982,Las Vegas,3.5
8983,Las Vegas,2.5
8984,Las Vegas,4.0
8985,Las Vegas,4.5
8986,Las Vegas,4.0
8987,Las Vegas,2.5
8988,Las Vegas,3.0
8989,Las Vegas,3.5
8990,Las Vegas,3.5
8991,Las Vegas,4.0
8992,Las Vegas,4.5
8993,Las Vegas,2.0
8994,Las Vegas,1.5
8995,Las Vegas,1.5
8996,Las Vegas,4.0
8997,Las Vegas,3.5
8998,Las Vegas,1.5
8999,Las Vegas,4.0
9000,Las Vegas,1.0
9001,Las Vegas,4.5
9002,Las Vegas,4.5
9003,Las Vegas,4.0
9004,Las Vegas,3.5
9005,Las Vegas,3.0
9006,Las Vegas,4.0
9007,Las Vegas,4.5
9008,Las Vegas,3.0
9009,Las Vegas,4.5
9010,Las Vegas,3.5
9011,Henderson,3.5
9012,Las Vegas,3.0
9013,Las Vegas,3.0
9014,Las Vegas,2.5
9015,Las Vegas,4.0
9016,Las Vegas,4.0
9017,Las Vegas,3.0
9018,Las Vegas,3.5
9019,Las Vegas,4.0
9020,Las Vegas,3.5
9021,Las Vegas,2.5
9022,Las Vegas,4.5
9023,Las Vegas,4.0
9024,Las Vegas,3.5
9025,Las Vegas,3.5
9026,Las Vegas,5.0
9027,Las Vegas,3.5
9028,Las Vegas,3.0
9029,Las Vegas,3.0
9030,Las Vegas,4.5
9031,Las Vegas,1.5
9032,Las Vegas,3.0
9033,Las Vegas,4.0
9034,Las Vegas,3.5
9035,Las Vegas,4.0
9036,Las Vegas,3.0
9037,Las Vegas,2.5
9038,Las Vegas,2.0
9039,Las Vegas,3.5
9040,Las Vegas,1.5
9041,Las Vegas,4.0
9042,Las Vegas,4.5
9043,Las Vegas,3.0
9044,Las Vegas,3.0
9045,Las Vegas,3.5
9046,Las Vegas,3.5
9047,Las Vegas,2.5
9048,Las Vegas,2.5
9049,Las Vegas,4.5
9050,Las Vegas,4.0
9051,Las Vegas,4.0
9052,Las Vegas,5.0
9053,Las Vegas,5.0
9054,Las Vegas,3.5
9055,Las Vegas,2.5
9056,Las Vegas,4.0
9057,Las Vegas,3.0
9058,Las Vegas,4.0
9059,Las Vegas,2.5
9060,Las Vegas,3.0
9061,Las Vegas,4.5
9062,Las Vegas,4.5
9063,Las Vegas,2.5
9064,Las Vegas,4.0
9065,Las Vegas,3.5
9066,Las Vegas,4.5
9067,Las Vegas,3.0
9068,Las Vegas,2.0
9069,Las Vegas,2.0
9070,Las Vegas,4.5
9071,Las Vegas,3.5
9072,Las Vegas,4.5
9073,Las Vegas,2.0
9074,Las Vegas,3.5
9075,Las Vegas,3.5
9076,Las Vegas,4.0
9077,Las Vegas,3.5
9078,Las Vegas,3.5
9079,Las Vegas,3.0
9080,Las Vegas,1.0
9081,Las Vegas,2.5
9082,Las Vegas,5.0
9083,Las Vegas,2.5
9084,Las Vegas,3.0
9085,Las Vegas,2.0
9086,Las Vegas,4.0
9087,Las Vegas,1.5
9088,Las Vegas,3.5
9089,Las Vegas,5.0
9090,Las Vegas,3.0
9091,Las Vegas,4.0
9092,Las Vegas,2.0
9093,Las Vegas,2.5
9094,Las Vegas,3.5
9095,Las Vegas,4.5
9096,Las Vegas,4.5
9097,Las Vegas,3.5
9098,Las Vegas,4.0
9099,Las Vegas,3.5
9100,Las Vegas,3.5
9101,Las Vegas,4.0
9102,Las Vegas,2.5
9103,Las Vegas,4.0
9104,Las Vegas,1.0
9105,Las Vegas,3.0
9106,Las Vegas,3.0
9107,Las Vegas,4.0
9108,Las Vegas,4.5
9109,Las Vegas,4.5
9110,Las Vegas,3.5
9111,Las Vegas,4.0
9112,Las Vegas,5.0
9113,Las Vegas,3.0
9114,Las Vegas,2.5
9115,Las Vegas,3.5
9116,Las Vegas,4.0
9117,Las Vegas,4.0
9118,Las Vegas,2.5
9119,Las Vegas,5.0
9120,Henderson,3.0
9121,Las Vegas,2.5
9122,Las Vegas,5.0
9123,Las Vegas,4.0
9124,Las Vegas,2.5
9125,Las Vegas,3.0
9126,Las Vegas,3.5
9127,Las Vegas,3.5
9128,Las Vegas,3.5
9129,Las Vegas,4.0
9130,Las Vegas,3.5
9131,Las Vegas,4.5
9132,Las Vegas,1.0
9133,Las Vegas,4.0
9134,Las Vegas,2.5
9135,Las Vegas,3.0
9136,Las Vegas,2.5
9137,Las Vegas,5.0
9138,Las Vegas,3.5
9139,Las Vegas,1.5
9140,Las Vegas,3.5
9141,Las Vegas,3.5
9142,Las Vegas,5.0
9143,Las Vegas,4.0
9144,Las Vegas,2.5
9145,Las Vegas,3.0
9146,Las Vegas,3.5
9147,Las Vegas,1.5
9148,Las Vegas,3.5
9149,Las Vegas,2.0
9150,Las Vegas,2.5
9151,Las Vegas,2.5
9152,Las Vegas,2.0
9153,Las Vegas,3.5
9154,Las Vegas,3.0
9155,Las Vegas,2.5
9156,Las Vegas,3.5
9157,Las Vegas,2.5
9158,Las Vegas,3.0
9159,Las Vegas,3.0
9160,Las Vegas,3.0
9161,Las Vegas,4.0
9162,Las Vegas,4.5
9163,Las Vegas,2.5
9164,Las Vegas,4.0
9165,Las Vegas,4.0
9166,Las Vegas,3.0
9167,Las Vegas,4.0
9168,Las Vegas,3.0
9169,Las Vegas,3.5
9170,Las Vegas,2.5
9171,Las Vegas,4.0
9172,Las Vegas,3.0
9173,Las Vegas,1.0
9174,Las Vegas,4.0
9175,Las Vegas,4.0
9176,Las Vegas,3.0
9177,Las Vegas,3.0
9178,Las Vegas,4.0
9179,Las Vegas,4.5
9180,Las Vegas,3.5
9181,Las Vegas,3.0
9182,Las Vegas,5.0
9183,Las Vegas,3.5
9184,Las Vegas,3.5
9185,Las Vegas,4.5
9186,Las Vegas,4.5
9187,Las Vegas,3.5
9188,Las Vegas,4.0
9189,Las Vegas,2.0
9190,Las Vegas,3.5
9191,Las Vegas,4.0
9192,Las Vegas,3.0
9193,Las Vegas,2.5
9194,Las Vegas,1.5
9195,Las Vegas,3.5
9196,Las Vegas,4.5
9197,Las Vegas,4.5
9198,Las Vegas,1.5
9199,Las Vegas,4.0
9200,Las Vegas,3.0
9201,Las Vegas,3.5
9202,Las Vegas,3.0
9203,Las Vegas,3.5
9204,North Las Vegas,3.5
9205,Las Vegas,5.0
9206,Las Vegas,3.0
9207,Las Vegas,2.5
9208,Las Vegas,2.5
9209,Las Vegas,3.5
9210,Las Vegas,3.5
9211,Las Vegas,5.0
9212,Las Vegas,3.0
9213,Las Vegas,2.5
9214,Las Vegas,2.5
9215,Las Vegas,5.0
9216,Las Vegas,1.5
9217,Las Vegas,3.0
9218,Las Vegas,3.5
9219,Las Vegas,4.0
9220,Las Vegas,2.0
9221,Las Vegas,2.5
9222,Las Vegas,4.0
9223,Las Vegas,3.5
9224,Las Vegas,2.0
9225,Las Vegas,3.0
9226,Las Vegas,1.5
9227,Las Vegas,3.0
9228,Las Vegas,2.5
9229,Las Vegas,2.5
9230,Las Vegas,3.5
9231,Las Vegas,3.0
9232,Las Vegas,3.0
9233,Las Vegas,3.5
9234,Las Vegas,3.5
9235,Las Vegas,2.5
9236,Las Vegas,3.5
9237,Las Vegas,1.5
9238,Las Vegas,4.0
9239,Las Vegas,2.0
9240,Las Vegas,4.0
9241,Henderson,3.0
9242,Las Vegas,3.5
9243,Las Vegas,5.0
9244,Las Vegas,1.0
9245,Las Vegas,5.0
9246,Las Vegas,2.5
9247,Las Vegas,2.0
9248,Las Vegas,2.0
9249,Las Vegas,2.5
9250,Las Vegas,4.0
9251,Las Vegas,3.0
9252,Las Vegas,3.0
9253,Las Vegas,3.0
9254,Las Vegas,2.5
9255,Las Vegas,3.5
9256,Las Vegas,2.5
9257,Las Vegas,4.0
9258,Las Vegas,3.5
9259,Las Vegas,3.5
9260,Las Vegas,5.0
9261,Las Vegas,3.5
9262,Las Vegas,1.5
9263,Las Vegas,3.5
9264,Las Vegas,4.0
9265,Las Vegas,3.0
9266,Las Vegas,1.5
9267,Las Vegas,3.0
9268,Las Vegas,3.0
9269,Las Vegas,4.5
9270,Las Vegas,4.0
9271,Las Vegas,1.5
9272,Las Vegas,2.5
9273,Las Vegas,3.0
9274,Las Vegas,3.5
9275,Las Vegas,3.0
9276,Las Vegas,1.5
9277,Las Vegas,4.0
9278,Las Vegas,2.0
9279,Las Vegas,3.0
9280,Las Vegas,2.5
9281,Las Vegas,3.0
9282,Las Vegas,3.5
9283,Las Vegas,3.5
9284,Las Vegas,4.5
9285,Las Vegas,4.0
9286,Las Vegas,3.0
