,business_id,full_address,hours,open,categories,city,review_count,name,neighborhoods,longitude,state,stars,latitude,attributes,type
108,_tV_uvbF3JFgsYRtoRWM-Q,"567 Lincoln Ave
Bellevue
Bellvue, PA 15202","{u'Monday': {u'close': u'17:00', u'open': u'10:00'}, u'Tuesday': {u'close': u'17:00', u'open': u'10:00'}, u'Friday': {u'close': u'18:00', u'open': u'09:00'}, u'Wednesday': {u'close': u'17:00', u'open': u'10:00'}, u'Thursday': {u'close': u'17:00', u'open': u'10:00'}, u'Saturday': {u'close': u'16:00', u'open': u'09:00'}}",True,"[u'Hair Salons', u'Beauty & Spas']",Bellvue,5,Mane Attractions Unlimited,[u'Bellevue'],-80.058001,PA,2.5,40.496456,"{u'By Appointment Only': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Price Range': 2}",business
109,7wT532x2Qz5Hw9BqtBapqw,"543 Lincoln Ave
Bellevue
Bellevue, PA 15202","{u'Monday': {u'close': u'20:00', u'open': u'06:30'}, u'Tuesday': {u'close': u'20:00', u'open': u'06:30'}, u'Friday': {u'close': u'20:00', u'open': u'06:30'}, u'Wednesday': {u'close': u'20:00', u'open': u'06:30'}, u'Thursday': {u'close': u'20:00', u'open': u'06:30'}, u'Saturday': {u'close': u'19:00', u'open': u'06:30'}}",True,"[u'Bakeries', u'Food']",Bellevue,21,Lincoln Bakery,[u'Bellevue'],-80.0572126,PA,4.0,40.4961113,"{u'Delivery': False, u'Accepts Credit Cards': True, u'Price Range': 2, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}}",business
110,5TM2HW5stMa6DDdJ-JC2uQ,"734 Ohio River Blvd
Avalon
Pittsburgh, PA 15202","{u'Monday': {u'close': u'19:00', u'open': u'10:00'}, u'Tuesday': {u'close': u'19:00', u'open': u'10:00'}, u'Friday': {u'close': u'18:00', u'open': u'10:00'}, u'Wednesday': {u'close': u'18:00', u'open': u'10:00'}, u'Thursday': {u'close': u'19:00', u'open': u'10:00'}, u'Saturday': {u'close': u'17:00', u'open': u'10:00'}}",True,"[u'Automotive', u'Car Dealers']",Pittsburgh,3,Metro Motors,[u'Avalon'],-80.0699259,PA,2.5,40.4972986,{},business
111,udZJ8YgsHdqtFDQkyPTV1Q,"4260 Ohio River Blvd
Bellevue
Pittsburgh, PA 15202",{},True,[u'Restaurants'],Pittsburgh,4,Arby's,[u'Bellevue'],-80.055667,PA,3.0,40.4876741,"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'quiet', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'none'}",business
112,oMoSc4tTay_THqF4Ke_WrQ,"661 Lincoln Ave
Bellevue
Bellevue, PA 15202",{},True,"[u'Food', u'Grocery']",Bellevue,7,Kuhn's Market,[u'Bellevue'],-80.0601298,PA,4.0,40.4977839,"{u'Accepts Credit Cards': True, u'Price Range': 1, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}}",business
113,kKmvSJ6Z8UVPdrnL74bqrg,"935 Ohio River Blvd
Avalon
Pittsburgh, PA 15202","{u'Monday': {u'close': u'18:00', u'open': u'09:00'}, u'Tuesday': {u'close': u'18:00', u'open': u'09:00'}, u'Friday': {u'close': u'18:00', u'open': u'09:00'}, u'Wednesday': {u'close': u'18:00', u'open': u'09:00'}, u'Thursday': {u'close': u'18:00', u'open': u'09:00'}, u'Saturday': {u'close': u'18:00', u'open': u'09:00'}}",True,"[u'Thrift Stores', u'Shopping']",Pittsburgh,21,Red White & Blue Thrift Store,[u'Avalon'],-80.065652,PA,3.5,40.495483,"{u'Accepts Credit Cards': False, u'Price Range': 1, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}}",business
114,ucKQlQvOeJxETLNkpKcaSw,"560 Lincoln Ave
Bellevue
Bellevue, PA 15202","{u'Monday': {u'close': u'21:00', u'open': u'08:00'}, u'Tuesday': {u'close': u'21:00', u'open': u'08:00'}, u'Friday': {u'close': u'21:00', u'open': u'08:00'}, u'Wednesday': {u'close': u'21:00', u'open': u'08:00'}, u'Thursday': {u'close': u'21:00', u'open': u'08:00'}, u'Sunday': {u'close': u'21:00', u'open': u'08:00'}, u'Saturday': {u'close': u'21:00', u'open': u'08:00'}}",True,"[u'American (Traditional)', u'Restaurants']",Bellevue,24,Rusty Nail,[u'Bellevue'],-80.057381,PA,3.5,40.4966408,"{u'Take-out': True, u'Accepts Credit Cards': False, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Attire': u'casual', u'Delivery': False, u'Order at Counter': False, u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'none'}",business
115,Rjx8GcWuCzfVsKC5iPIcQA,"3860 Chartiers Ave
Windgap
Pittsburgh, PA 15204",{},True,"[u'Food', u'Ice Cream & Frozen Yogurt']",Pittsburgh,8,Remember When,[u'Windgap'],-80.0769711,PA,3.5,40.4590742,"{u'Accepts Credit Cards': True, u'Price Range': 1, u'Wi-Fi': u'no', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}}",business
116,CxAupi9tjzTaGG5Fasu9Eg,"1234 Straka St
Crafton Heights
Pittsburgh, PA 15204","{u'Tuesday': {u'close': u'14:00', u'open': u'09:00'}, u'Friday': {u'close': u'14:00', u'open': u'09:00'}, u'Wednesday': {u'close': u'14:00', u'open': u'09:00'}, u'Thursday': {u'close': u'14:00', u'open': u'09:00'}, u'Saturday': {u'close': u'14:00', u'open': u'09:00'}}",True,[],Pittsburgh,4,Paul's Clock Repair,[u'Crafton Heights'],-80.057519,PA,5.0,40.4499479,{u'Accepts Credit Cards': False},business
117,s74Tq6WKV1b91UFRr7ch7g,"5514 Penn Ave
Friendship
Pittsburgh, PA 15206","{u'Monday': {u'close': u'21:00', u'open': u'10:00'}, u'Tuesday': {u'close': u'21:00', u'open': u'10:00'}, u'Friday': {u'close': u'21:00', u'open': u'10:00'}, u'Wednesday': {u'close': u'21:00', u'open': u'10:00'}, u'Thursday': {u'close': u'21:00', u'open': u'10:00'}, u'Sunday': {u'close': u'17:00', u'open': u'07:00'}, u'Saturday': {u'close': u'21:00', u'open': u'10:00'}}",True,"[u'Food', u'Beer, Wine & Spirits']",Pittsburgh,12,Pistella Beer Distributors,[u'Friendship'],-79.9319497,PA,4.0,40.4637827,"{u'Accepts Credit Cards': True, u'Price Range': 2, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}}",business
118,ljKPmpxxTJSEArW2T-ikFA,"7315 Butler St
Morningside
Pittsburgh, PA 15206",{},True,"[u'Pet Services', u'Pet Groomers', u'Pet Boarding/Pet Sitting', u'Pets']",Pittsburgh,8,Animal Elegance,[u'Morningside'],-79.920688,PA,4.0,40.4881312,{},business
119,ZL6DNzyenFm9Kpz6uADlNg,"6738 Reynolds St
Point Breeze
Pittsburgh, PA 15206","{u'Tuesday': {u'close': u'22:00', u'open': u'16:00'}, u'Friday': {u'close': u'22:00', u'open': u'16:00'}, u'Wednesday': {u'close': u'22:00', u'open': u'16:00'}, u'Thursday': {u'close': u'22:00', u'open': u'16:00'}, u'Saturday': {u'close': u'22:00', u'open': u'16:00'}}",True,"[u'Tapas/Small Plates', u'Restaurants', u'Italian']",Pittsburgh,60,Pino's Contemporary Italian Restaurant & Wine Bar,[u'Point Breeze'],-79.9145,PA,3.0,40.450249,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 2, u'Outdoor Seating': True, u'Caters': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': False, u'Alcohol': u'full_bar', u'Wheelchair Accessible': True}",business
120,uQJxkV5v60fNkrOj0J2sTw,"724 N Sheridan Ave
East Liberty
Pittsburgh, PA 15206",{},True,"[u'Barbers', u'Beauty & Spas']",Pittsburgh,3,Pirollo Paul Barber Shop,[u'East Liberty'],-79.9191827,PA,4.5,40.4682663,"{u'By Appointment Only': False, u'Accepts Credit Cards': False, u'Wheelchair Accessible': False, u'Price Range': 2, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}}",business
121,G-PlXGCY3G4zNOUzD61ZDA,"518 Mellon St
East Liberty
Pittsburgh, PA 15206",{},True,"[u'Auto Repair', u'Automotive']",Pittsburgh,5,Brunos Garage,[u'East Liberty'],-79.926611,PA,5.0,40.467794,{},business
122,l-dc5DeNBiHYJA1XO4cFPA,"235 Carron St
Shadyside
Pittsburgh, PA 15206","{u'Tuesday': {u'close': u'17:00', u'open': u'07:30'}, u'Friday': {u'close': u'17:00', u'open': u'07:30'}, u'Monday': {u'close': u'17:00', u'open': u'07:30'}, u'Wednesday': {u'close': u'17:00', u'open': u'07:30'}, u'Thursday': {u'close': u'17:00', u'open': u'07:30'}}",True,"[u'Auto Repair', u'Automotive']",Pittsburgh,15,Bastone Auto Service,[u'Shadyside'],-79.924269,PA,4.0,40.457881,{},business
123,BG4N0V93wml9kaU6YYRxRA,"6320 Shakespeare St
Ste 7
Shadyside
Pittsburgh, PA 15206",{},True,"[u'Food', u'Grocery', u'Shopping', u'Drugstores']",Pittsburgh,13,Giant Eagle,[u'Shadyside'],-79.921053,PA,2.0,40.458577,"{u'Price Range': 2, u'Accepts Credit Cards': True, u'Wheelchair Accessible': True, u'Open 24 Hours': False, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}}",business
124,rM-yscH8mBLYvpWnmvuPMw,"219 S Highland Ave
Shadyside Plaza
Shadyside
Pittsburgh, PA 15206","{u'Monday': {u'close': u'20:00', u'open': u'09:00'}, u'Tuesday': {u'close': u'20:00', u'open': u'09:00'}, u'Wednesday': {u'close': u'20:00', u'open': u'09:00'}, u'Thursday': {u'close': u'18:00', u'open': u'09:00'}, u'Sunday': {u'close': u'17:00', u'open': u'10:00'}, u'Saturday': {u'close': u'18:00', u'open': u'09:00'}}",True,"[u'Hair Salons', u'Beauty & Spas']",Pittsburgh,7,Supercuts,[u'Shadyside'],-79.924717,PA,2.0,40.458335,"{u'By Appointment Only': True, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Price Range': 1, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}}",business
125,OcTG-KzDleuRub-pb6JS3Q,"1744 Chislett St
Morningside
Pittsburgh, PA 15206",{},True,"[u'Pizza', u'Restaurants']",Pittsburgh,5,Eddie's Pizza Haus,[u'Morningside'],-79.9259754,PA,4.0,40.4852544,"{u'Take-out': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Delivery': True, u'Outdoor Seating': False, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Attire': u'casual', u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Price Range': 1}",business
126,5UxCrCoS02vFlSKH0pZ-fg,"1234 Washington Blvd
Lincoln
Pittsburgh, PA 15206",{},True,"[u'Automotive', u'Body Shops']",Pittsburgh,4,Bonura and Sattler Auto Body Shop,[u'Lincoln'],-79.9082692,PA,5.0,40.4671656,{},business
127,Y2p07YEC8xOsYTHWf0UxiA,"213 S Highland Ave
Shadyside
Pittsburgh, PA 15206","{u'Monday': {u'close': u'21:30', u'open': u'17:00'}, u'Tuesday': {u'close': u'21:30', u'open': u'17:00'}, u'Friday': {u'close': u'21:30', u'open': u'11:30'}, u'Wednesday': {u'close': u'21:30', u'open': u'11:30'}, u'Thursday': {u'close': u'21:30', u'open': u'11:30'}, u'Sunday': {u'close': u'21:30', u'open': u'11:30'}, u'Saturday': {u'close': u'22:00', u'open': u'11:30'}}",True,"[u'Chinese', u'Restaurants']",Pittsburgh,21,Tasty Chinese Restaurant,[u'Shadyside'],-79.9246661,PA,2.5,40.458497,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': True, u'Noise Level': u'quiet', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Delivery': True, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'casual': False}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'none'}",business
128,g58NW9q4F09wTMiI7EIjmg,"420 N Highland Ave
East Liberty
Pittsburgh, PA 15206","{u'Monday': {u'close': u'22:00', u'open': u'08:00'}, u'Tuesday': {u'close': u'22:00', u'open': u'08:00'}, u'Friday': {u'close': u'23:00', u'open': u'08:00'}, u'Wednesday': {u'close': u'22:00', u'open': u'08:00'}, u'Thursday': {u'close': u'22:00', u'open': u'08:00'}, u'Saturday': {u'close': u'23:00', u'open': u'08:00'}}",True,"[u'Italian', u'Pizza', u'Restaurants']",Pittsburgh,14,Vento's Pizza,[u'East Liberty'],-79.9229971,PA,3.0,40.4653904,"{u'Take-out': True, u'Accepts Credit Cards': False, u'Price Range': 1, u'Outdoor Seating': True, u'Caters': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'none'}",business
129,Pu5uzlZ05pqVlx6LcZbfgw,"226 Shady Ave
Shadyside
Pittsburgh, PA 15206","{u'Monday': {u'close': u'23:00', u'open': u'11:00'}, u'Tuesday': {u'close': u'23:00', u'open': u'11:00'}, u'Friday': {u'close': u'00:00', u'open': u'11:00'}, u'Wednesday': {u'close': u'23:00', u'open': u'11:00'}, u'Thursday': {u'close': u'23:00', u'open': u'11:00'}, u'Sunday': {u'close': u'21:00', u'open': u'15:00'}, u'Saturday': {u'close': u'00:00', u'open': u'15:00'}}",False,"[u'Italian', u'Pizza', u'Restaurants']",Pittsburgh,8,Minutello's Restaurant & Lounge,[u'Shadyside'],-79.9223818,PA,3.0,40.4588237,"{u'Delivery': True, u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 2, u'Outdoor Seating': True, u'Noise Level': u'quiet', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': True, u'BYOB': False, u'Attire': u'casual', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Wi-Fi': u'free', u'Good for Kids': True, u'BYOB/Corkage': u'no', u'Alcohol': u'full_bar'}",business
130,w8N1BIB2MiP53PM7ouYPQQ,"5735 Baum Blvd
East Liberty
Pittsburgh, PA 15206","{u'Monday': {u'close': u'00:00', u'open': u'00:00'}, u'Tuesday': {u'close': u'00:00', u'open': u'00:00'}, u'Friday': {u'close': u'00:00', u'open': u'00:00'}, u'Wednesday': {u'close': u'00:00', u'open': u'00:00'}, u'Thursday': {u'close': u'00:00', u'open': u'00:00'}, u'Sunday': {u'close': u'00:00', u'open': u'00:00'}, u'Saturday': {u'close': u'00:00', u'open': u'00:00'}}",True,"[u'Automotive', u'Gas & Service Stations']",Pittsburgh,5,Shell,[u'East Liberty'],-79.932441,PA,2.0,40.458955,{},business
131,f_e6RWJIERK708E4Cod1wg,"6223 Meadow St
Larimer
Pittsburgh, PA 15206",{},True,"[u'Automotive', u'Body Shops']",Pittsburgh,18,Mikes Auto Body,[u'Larimer'],-79.9148356,PA,4.5,40.4657572,{},business
132,VkFDer80GOrelWALdgNReg,"6620 Hamilton Ave
Larimer
Pittsburgh, PA 15206","{u'Monday': {u'close': u'16:00', u'open': u'11:00'}, u'Tuesday': {u'close': u'19:00', u'open': u'11:00'}, u'Friday': {u'close': u'19:00', u'open': u'11:00'}, u'Wednesday': {u'close': u'19:00', u'open': u'11:00'}, u'Thursday': {u'close': u'19:00', u'open': u'11:00'}, u'Sunday': {u'close': u'16:00', u'open': u'11:00'}, u'Saturday': {u'close': u'16:00', u'open': u'11:00'}}",True,"[u'Animal Shelters', u'Pets']",Pittsburgh,40,Animal Rescue League Shelter & Wildlife Center,[u'Larimer'],-79.9100339,PA,4.0,40.4574725,{},business
133,ncJHHRHqsEKUl_5InoDBRA,"254 S Highland Ave
Shadyside
Pittsburgh, PA 15206","{u'Monday': {u'close': u'17:30', u'open': u'09:30'}, u'Tuesday': {u'close': u'17:30', u'open': u'09:30'}, u'Friday': {u'close': u'17:30', u'open': u'09:30'}, u'Wednesday': {u'close': u'17:30', u'open': u'09:30'}, u'Thursday': {u'close': u'17:30', u'open': u'09:30'}, u'Saturday': {u'close': u'14:00', u'open': u'10:00'}}",True,"[u'Local Services', u'Sewing & Alterations']",Pittsburgh,7,Topline by Vincent,[u'Shadyside'],-79.9254416,PA,4.0,40.4572664,{u'Accepts Credit Cards': True},business
134,vXBc-i30S0eypUVy7TA6cw,"6100 Penn Ave
East Liberty
Pittsburgh, PA 15206","{u'Monday': {u'close': u'19:00', u'open': u'07:00'}, u'Tuesday': {u'close': u'19:00', u'open': u'07:00'}, u'Friday': {u'close': u'19:00', u'open': u'07:00'}, u'Wednesday': {u'close': u'19:00', u'open': u'07:00'}, u'Thursday': {u'close': u'19:00', u'open': u'07:00'}, u'Sunday': {u'close': u'18:00', u'open': u'10:00'}, u'Saturday': {u'close': u'18:00', u'open': u'08:00'}}",True,"[u'Shopping', u'Drugstores']",Pittsburgh,5,CVS Pharmacy,[u'East Liberty'],-79.9238313,PA,2.0,40.4606263,"{u'Accepts Credit Cards': True, u'Price Range': 2, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}}",business
135,UFhcxnTzfLO-ROftyP_ukw,"5913 Station Street
East Liberty
Pittsburgh, PA 15206","{u'Monday': {u'close': u'18:00', u'open': u'07:00'}, u'Tuesday': {u'close': u'18:00', u'open': u'07:00'}, u'Friday': {u'close': u'18:00', u'open': u'07:00'}, u'Wednesday': {u'close': u'18:00', u'open': u'07:00'}, u'Thursday': {u'close': u'18:00', u'open': u'07:00'}, u'Saturday': {u'close': u'17:00', u'open': u'08:00'}}",True,"[u'Tires', u'Automotive', u'Auto Repair', u'Oil Change Stations']",Pittsburgh,7,Goodyear Auto Service Center,[u'East Liberty'],-79.9252199,PA,2.5,40.464176,{},business
136,WNh5vxnNeWTwxotscrQ6vQ,"1748 Jancey St
Morningside
Pittsburgh, PA 15206",{},True,"[u'Real Estate Services', u'Home Services', u'Real Estate']",Pittsburgh,7,Rockwel Realty,[u'Morningside'],-79.9264095,PA,3.0,40.4856089,{u'Accepts Credit Cards': True},business
137,83_p9vIqOq1TUIf3_GD7bA,"1125 N Highland Ave
Highland Park
Pittsburgh, PA 15206","{u'Monday': {u'close': u'19:00', u'open': u'07:00'}, u'Tuesday': {u'close': u'19:00', u'open': u'07:00'}, u'Friday': {u'close': u'19:00', u'open': u'07:00'}, u'Wednesday': {u'close': u'19:00', u'open': u'07:00'}, u'Thursday': {u'close': u'19:00', u'open': u'07:00'}, u'Sunday': {u'close': u'19:00', u'open': u'08:00'}, u'Saturday': {u'close': u'19:00', u'open': u'08:00'}}",True,"[u'Food', u'Coffee & Tea', u'Cafes', u'Restaurants']",Pittsburgh,106,Tazza D'oro Cafe & Espresso Bar,[u'Highland Park'],-79.9188657,PA,4.5,40.4748883,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': True, u'Caters': False, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': False, u'Wi-Fi': u'free', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",business
138,1xRLO1NM8-3soskp2fEgyw,"6325 Penn Ave
East Liberty
Pittsburgh, PA 15206","{u'Monday': {u'close': u'22:00', u'open': u'05:30'}, u'Tuesday': {u'close': u'22:00', u'open': u'05:30'}, u'Friday': {u'close': u'21:00', u'open': u'05:30'}, u'Wednesday': {u'close': u'22:00', u'open': u'05:30'}, u'Thursday': {u'close': u'22:00', u'open': u'05:30'}, u'Sunday': {u'close': u'18:00', u'open': u'08:00'}, u'Saturday': {u'close': u'18:00', u'open': u'08:00'}}",True,"[u'Active Life', u'Gyms', u'Fitness & Instruction']",Pittsburgh,10,Club One,[u'East Liberty'],-79.9197257,PA,3.5,40.4595955,{u'Good for Kids': True},business
139,Ts4xsKPU7FNPPZRj-nRjIg,"216 S Highland Ave
Shadyside
Pittsburgh, PA 15206","{u'Tuesday': {u'close': u'23:00', u'open': u'11:00'}, u'Friday': {u'close': u'00:00', u'open': u'11:00'}, u'Wednesday': {u'close': u'23:00', u'open': u'11:00'}, u'Thursday': {u'close': u'23:00', u'open': u'11:00'}, u'Sunday': {u'close': u'22:00', u'open': u'12:00'}, u'Saturday': {u'close': u'00:00', u'open': u'12:00'}}",False,"[u'Bars', u'Restaurants', u'Sports Bars', u'Barbeque', u'Nightlife']",Pittsburgh,64,Buffalo Blues,[u'Shadyside'],-79.9255146,PA,3.0,40.4583902,"{u'Alcohol': u'full_bar', u'Noise Level': u'loud', u'Music': {}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': False, u'Price Range': 2, u'Good For Dancing': False, u'Delivery': True, u'Coat Check': False, u'Smoking': u'no', u'Accepts Credit Cards': True, u'Take-out': True, u'Happy Hour': True, u'Wheelchair Accessible': True, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': True, u'Wi-Fi': u'no', u'Caters': True, u'Good For': {u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For Groups': True}",business
140,UtWJ8NGMg-3z28s0RzlUoQ,"6393 Penn Ave
Shadyside
Pittsburgh, PA 15206",{},True,"[u'Chinese', u'Restaurants']",Pittsburgh,14,China Garden,[u'Shadyside'],-79.9181411,PA,3.0,40.4579893,"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'quiet', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': True, u'Good For Groups': False, u'Alcohol': u'none'}",business
141,Nnk1gNKSi_12ziNuK2llxA,"235 S Highland Ave
Shadyside
Pittsburgh, PA 15206","{u'Monday': {u'close': u'20:00', u'open': u'10:00'}, u'Tuesday': {u'close': u'20:00', u'open': u'10:00'}, u'Friday': {u'close': u'20:00', u'open': u'10:00'}, u'Wednesday': {u'close': u'20:00', u'open': u'10:00'}, u'Thursday': {u'close': u'20:00', u'open': u'10:00'}, u'Sunday': {u'close': u'18:00', u'open': u'12:00'}, u'Saturday': {u'close': u'20:00', u'open': u'10:00'}}",True,"[u'Shopping', u'Home Decor', u'Home & Garden', u'Furniture Stores']",Pittsburgh,4,Arhaus Furniture,[u'Shadyside'],-79.9250618,PA,4.0,40.4575612,"{u'Accepts Credit Cards': True, u'Price Range': 3, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}}",business
142,Px-EjhtV9XJcEs1ty4giAg,"215 S Highland Ave
Shadyside
Pittsburgh, PA 15206","{u'Monday': {u'close': u'19:00', u'open': u'10:00'}, u'Tuesday': {u'close': u'19:00', u'open': u'10:00'}, u'Friday': {u'close': u'19:00', u'open': u'10:00'}, u'Wednesday': {u'close': u'19:00', u'open': u'10:00'}, u'Thursday': {u'close': u'19:00', u'open': u'10:00'}, u'Sunday': {u'close': u'17:00', u'open': u'12:00'}, u'Saturday': {u'close': u'17:30', u'open': u'10:00'}}",True,"[u'Pets', u'Pet Stores']",Pittsburgh,5,Smiley's Pet Pad,[u'Shadyside'],-79.9246934,PA,5.0,40.4584403,{},business
143,2i6lkGef2_GMudi6SbRX2w,"235 Shady Ave
Shadyside
Pittsburgh, PA 15206","{u'Tuesday': {u'close': u'18:00', u'open': u'10:00'}, u'Friday': {u'close': u'19:00', u'open': u'09:00'}, u'Wednesday': {u'close': u'18:00', u'open': u'09:00'}, u'Monday': {u'close': u'19:00', u'open': u'09:00'}, u'Saturday': {u'close': u'13:00', u'open': u'10:00'}}",True,"[u'Health & Medical', u'Chiropractors']",Pittsburgh,7,Shady Hill Chiropractic Clinic,[u'Shadyside'],-79.921901,PA,4.5,40.458477,{u'By Appointment Only': False},business
